Name,API_Name,Memory_GB,vCPUs,Compute_Contract_Price,On_Demand_Cost_Hourly,Hourly_DBUs,GPUs,GPU_Model,GPU_Memory_GB,Physical_Processor,Clock_Speed_GHz,Instance_Storage,Network_Performance,EBS_Optimized_Max_Bandwidth_Mbps,EBS_Optimized_Max_Throughput_128K_Mbps,EBS_As_NVMe,Enhanced_Networking,Linux_Reserved_Cost_Hourly,EBS_Optimized_Surcharge_Hourly,organization_id,activeFrom,activeUntil,isActive,Pipeline_SnapTS,Overwatch_RunID,workspace_name
M5ZN 12xlarge,m5zn.12xlarge,192.0,48,3.964,3.964,12.0,0,None,0,Intel Xeon Platinum 8252,4.5,EBS only,100 Gigabit,19000,2375.0,true,true,2.497,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
P3DN 24xlarge,p3dn.24xlarge,768.0,96,31.212,31.212,42.33,8,NVIDIA Tesla V100,256,Intel Xeon Platinum 8175 (Skylake),2.5,1800 GiB NVMe SSD,100 Gigabit,19000,2375.0,true,true,19.215,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R5DN Large,r5dn.large,16.0,2,0.167,0.167,0.52,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,75 GiB NVMe SSD,25 Gigabit,4750,593.75,true,false,0.105,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R5DN Extra Large,r5dn.xlarge,32.0,4,0.334,0.334,1.04,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,150 GiB NVMe SSD,25 Gigabit,4750,593.75,true,false,0.21,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R5DN Double Extra Large,r5dn.2xlarge,64.0,8,0.668,0.668,2.09,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,300 GiB NVMe SSD,25 Gigabit,4750,593.75,true,false,0.421,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R5DN Quadruple Extra Large,r5dn.4xlarge,128.0,16,1.336,1.336,4.18,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,600 GiB NVMe SSD,25 Gigabit,4750,593.75,true,false,0.842,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R5DN Eight Extra Large,r5dn.8xlarge,256.0,32,2.672,2.672,8.35,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,1200 GiB NVMe SSD,25 Gigabit,6800,850.0,true,false,1.683,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R5DN 12xlarge,r5dn.12xlarge,384.0,48,4.008,4.008,12.53,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,1800 GiB NVMe SSD,50 Gigabit,9500,1187.5,true,false,2.525,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R5DN 16xlarge,r5dn.16xlarge,512.0,64,5.344,5.344,16.7,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,2400 GiB NVMe SSD,75 Gigabit,13600,1700.0,true,false,3.367,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R5DN 24xlarge,r5dn.24xlarge,768.0,96,8.016,8.016,25.06,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,3600 GiB NVMe SSD,100 Gigabit,19000,2375.0,true,false,5.05,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R5N Large,r5n.large,16.0,2,0.149,0.149,0.45,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,25 Gigabit,4750,593.75,true,false,0.094,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R5N Extra Large,r5n.xlarge,32.0,4,0.298,0.298,0.9,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,25 Gigabit,4750,593.75,true,false,0.188,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R5N Double Extra Large,r5n.2xlarge,64.0,8,0.596,0.596,1.8,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,25 Gigabit,4750,593.75,true,false,0.375,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R5N Quadruple Extra Large,r5n.4xlarge,128.0,16,1.192,1.192,3.6,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,25 Gigabit,4750,593.75,true,false,0.751,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R5N Eight Extra Large,r5n.8xlarge,256.0,32,2.384,2.384,7.2,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,25 Gigabit,6800,850.0,true,false,1.502,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R5N 12xlarge,r5n.12xlarge,384.0,48,3.576,3.576,10.8,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,50 Gigabit,9800,1187.5,true,false,2.253,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R5N 16xlarge,r5n.16xlarge,512.0,64,4.768,4.768,14.4,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,75 Gigabit,13600,1700.0,true,false,3.004,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R5N 24xlarge,r5n.24xlarge,768.0,96,7.152,7.152,21.6,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,100 Gigabit,19000,2375.0,true,false,4.506,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6GD Extra Large,r6gd.xlarge,32.0,4,0.23,0.23,1.0,0,None,0,AWS Graviton2 Processor,2.5,237 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,true,true,0.1452,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6GD Large,r6gd.large,16.0,2,0.12,0.12,0.5,0,None,0,AWS Graviton2 Processor,2.5,118 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,true,true,0.0726,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6GD Double Extra Large,r6gd.2xlarge,64.0,8,0.46,0.46,2.0,0,None,0,AWS Graviton2 Processor,2.5,474 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,true,true,0.2903,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6GD Quadruple Extra Large,r6gd.4xlarge,128.0,16,0.92,0.92,4.0,0,None,0,AWS Graviton2 Processor,2.5,950 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,true,true,0.5806,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6GD Eight Extra Large,r6gd.8xlarge,256.0,32,1.84,1.84,8.0,0,None,0,AWS Graviton2 Processor,2.5,1900 GiB NVMe SSD,12 Gigabit,9500,1187.5,true,true,1.1612,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6GD 12xlarge,r6gd.12xlarge,384.0,48,2.76,2.76,12.0,0,None,0,AWS Graviton2 Processor,2.5,2850 GiB (2 * 1425 GiB NVMe SSD),20 Gigabit,14250,1781.25,true,true,1.7418,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6GD 16xlarge,r6gd.16xlarge,512.0,64,3.69,3.69,16.0,0,None,0,AWS Graviton2 Processor,2.5,3800 GiB (2 * 1900 GiB NVMe SSD),25 Gigabit,19000,2375.0,true,true,2.3224,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6G Large,r6g.large,16.0,2,0.1,0.1,0.5,0,None,0,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,4750,593.75,true,true,0.0635,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6G Extra Large,r6g.xlarge,32.0,4,0.2,0.2,1.0,0,None,0,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,4750,593.75,true,true,0.127,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6G Double Extra Large,r6g.2xlarge,64.0,8,0.4,0.4,2.0,0,None,0,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,4750,593.75,true,true,0.254,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6G Quadruple Extra Large,r6g.4xlarge,128.0,16,0.81,0.81,4.0,0,None,0,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,4750,593.75,true,true,0.508,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6G Eight Extra Large,r6g.8xlarge,256.0,32,1.61,1.61,8.0,0,None,0,AWS Graviton2 Processor,2.5,EBS only,12 Gigabit,9500,1187.5,true,true,1.0161,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6G 12xlarge,r6g.12xlarge,384.0,48,2.42,2.42,12.0,0,None,0,AWS Graviton2 Processor,2.5,EBS only,20 Gigabit,14250,1781.25,true,true,1.5241,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6G 16xlarge,r6g.16xlarge,512.0,64,3.23,3.23,16.0,0,None,0,AWS Graviton2 Processor,2.5,EBS only,25 Gigabit,19000,2375.0,true,true,2.0321,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6GD Extra Large,c6gd.xlarge,8.0,4,0.15,0.15,0.77,0,None,0,AWS Graviton2 Processor,2.5,237 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,true,true,0.0968,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6GD Double Extra Large,c6gd.2xlarge,16.0,8,0.31,0.31,1.54,0,None,0,AWS Graviton2 Processor,2.5,474 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,true,true,0.1935,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6GD Quadruple Extra Large,c6gd.4xlarge,32.0,16,0.61,0.61,3.08,0,None,0,AWS Graviton2 Processor,2.5,950 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,true,true,0.3871,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6GD Eight Extra Large,c6gd.8xlarge,64.0,32,1.23,1.23,6.16,0,None,0,AWS Graviton2 Processor,2.5,1900 GiB NVMe SSD,12 Gigabit,9500,1187.5,true,true,0.7741,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6GD 12xlarge,c6gd.12xlarge,96.0,48,1.84,1.84,9.24,0,None,0,AWS Graviton2 Processor,2.5,2850 GiB (2 * 1425 GiB NVMe SSD),20 Gigabit,14250,1781.25,true,true,1.1612,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6GD 16xlarge,c6gd.16xlarge,128.0,64,2.46,2.46,12.32,0,None,0,AWS Graviton2 Processor,2.5,3800 GiB (2 * 1900 GiB NVMe SSD),25 Gigabit,19000,2375.0,true,true,1.5483,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6G Extra Large,c6g.xlarge,8.0,4,0.14,0.14,0.77,0,None,0,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,4750,593.75,true,true,0.0857,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6G Double Extra Large,c6g.2xlarge,16.0,8,0.27,0.27,1.54,0,None,0,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,4750,593.75,true,true,0.1714,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6G Quadruple Extra Large,c6g.4xlarge,32.0,16,0.54,0.54,3.08,0,None,0,AWS Graviton2 Processor,2.5,EBS only,Up to 10 Gigabit,4750,593.75,true,true,0.3427,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6G Eight Extra Large,c6g.8xlarge,64.0,32,1.09,1.09,6.16,0,None,0,AWS Graviton2 Processor,2.5,EBS only,12 Gigabit,9500,1187.5,true,true,0.6854,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6G 12xlarge,c6g.12xlarge,96.0,48,1.63,1.63,9.24,0,None,0,AWS Graviton2 Processor,2.5,EBS only,20 Gigabit,14250,1781.25,true,true,1.0282,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C6G 16xlarge,c6g.16xlarge,128.0,64,2.18,2.18,12.32,0,None,0,AWS Graviton2 Processor,2.5,EBS only,25 Gigabit,19000,2375.0,true,true,1.3709,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6GD Large,m6gd.large,8.0,2,0.09,0.09,0.39,0,None,0,AWS Graviton2 Processor,2.5,118 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,true,true,0.057,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6GD Extra Large,m6gd.xlarge,16.0,4,0.18,0.18,0.77,0,None,0,AWS Graviton2 Processor,2.5,237 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,true,true,0.1139,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6GD Double Extra Large,m6gd.2xlarge,32.0,8,0.36,0.36,1.54,0,None,0,AWS Graviton2 Processor,2.5,474 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,true,true,0.2278,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6GD Quadruple Extra Large,m6gd.4xlarge,64.0,16,0.72,0.72,3.07,0,None,0,AWS Graviton2 Processor,2.5,950 GiB NVMe SSD,Up to 10 Gigabit,4750,593.75,true,true,0.4556,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6GD Eight Extra Large,m6gd.8xlarge,128.0,32,1.45,1.45,6.13,0,None,0,AWS Graviton2 Processor,2.5,1900 GiB NVMe SSD,12 Gigabit,9500,1187.5,true,true,0.9112,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6GD 12xlarge,m6gd.12xlarge,192.0,48,2.17,2.17,9.21,0,None,0,AWS Graviton2 Processor,2.5,2850 GiB (2 * 1425 GiB NVMe SSD),20 Gigabit,14250,1781.25,true,true,1.3668,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6GD 16xlarge,m6gd.16xlarge,256.0,64,2.89,2.89,12.28,0,None,0,AWS Graviton2 Processor,2.5,3800 GiB (2 * 1900 GiB NVMe SSD),25 Gigabit,19000,2375.0,true,true,1.8225,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6G Large,m6g.large,8.0,2,0.08,0.08,0.39,0,None,0,AWS Graviton2 Processor,0.0,EBS only,Up to 10 Gigabit,4750,593.75,true,true,0.0483,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6G Extra Large,m6g.xlarge,16.0,4,0.15,0.15,0.77,0,None,0,AWS Graviton2 Processor,0.0,EBS only,Up to 10 Gigabit,4750,593.75,true,true,0.0966,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6G Double Extra Large,m6g.2xlarge,32.0,8,0.31,0.31,1.54,0,None,0,AWS Graviton2 Processor,0.0,EBS only,Up to 10 Gigabit,4750,593.75,true,true,0.1932,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6G Quadruple Extra Large,m6g.4xlarge,64.0,16,0.62,0.62,3.07,0,None,0,AWS Graviton2 Processor,0.0,EBS only,Up to 10 Gigabit,4750,593.75,true,true,0.3864,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6G Eight Extra Large,m6g.8xlarge,128.0,32,1.23,1.23,6.13,0,None,0,AWS Graviton2 Processor,0.0,EBS only,12 Gigabit,9500,1187.5,true,true,0.7728,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6G 12xlarge,m6g.12xlarge,192.0,48,1.85,1.85,9.21,0,None,0,AWS Graviton2 Processor,0.0,EBS only,20 Gigabit,14250,1781.25,true,true,1.1592,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M6G 16xlarge,m6g.16xlarge,256.0,64,2.46,2.46,12.28,0,None,0,AWS Graviton2 Processor,0.0,EBS only,25 Gigabit,19000,2375.0,true,true,1.5456,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
I4I Large,i4i.large,16.0,2,0.17,0.17,0.69,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,468 GiB NVMe SSD,Up to 10 Gigabit,10000,1250.0,true,true,0.111,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
I4I Extra Large,i4i.xlarge,32.0,4,0.34,0.34,1.38,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,937 GiB NVMe SSD,Up to 10 Gigabit,10000,1250.0,true,true,0.223,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
I4I Double Extra Large,i4i.2xlarge,64.0,8,0.69,0.69,2.75,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,1875 GiB NVMe SSD,Up to 12 Gigabit,10000,1250.0,true,true,0.445,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
I4I Quadruple Extra Large,i4i.4xlarge,128.0,16,1.37,1.37,5.5,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,3750 GiB NVMe SSD,Up to 25 Gigabit,10000,1250.0,true,true,0.891,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
I4I Eight Extra Large,i4i.8xlarge,256.0,32,2.75,2.75,11.0,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,7500 GiB (2 * 3750 GiB NVMe SSD),18.75 Gigabit,10000,1250.0,true,true,1.782,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
I4I 16xlarge,i4i.16xlarge,512.0,64,5.49,5.49,22.0,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,15000 GiB (4 * 3750 GiB NVMe SSD),37.5 Gigabit,20000,2500.0,true,true,3.563,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
I4I 32xlarge,i4i.32xlarge,1024.0,128,10.98,10.98,44.0,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,30000 GiB (8 * 3750 GiB NVMe SSD),75 Gigabit,40000,5000.0,true,true,7.12656,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
M5DN Metal,m5dn.metal,384.0,96,6.528,6.528,19.58,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,3600 GB (4 * 900 GB NVMe SSD),100 Gigabit,19000,2375.0,true,false,4.113,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
G4DN Metal,g4dn.metal,384.0,96,7.824,7.824,17.12,8,NVIDIA T4 Tensor Core,128,Intel Xeon Family,2.5,1800 GB(2 * 900 GB NVMe SSD),100 Gigabit,19000,2375.0,true,true,4.929,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
G5 Graphics and Machine Learning GPU Quadruple Extra Large,g5.4xlarge,64.0,16,1.624,1.624,2.2,1,NVIDIA A10G,24,AMD EPYC 7R32,2.8,600 GB NVMe SSD,Up to 25 Gigabit,4750,593.75,true,true,0.0,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R5N Metal,r5n.metal,768.0,96,7.152,7.152,21.6,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5,EBS only,100 Gigabit,19000,2375.0,true,false,4.506,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
G5 Graphics and Machine Learning GPU 12xlarge,g5.12xlarge,192.0,48,5.672,5.672,7.69,4,NVIDIA A10G,96,AMD EPYC 7R32,2.8,3800 GB NVMe SSD,40 Gigabit,16000,2000.0,true,true,0.0,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
G4AD 16xlarge,g4ad.16xlarge,256.0,64,3.468,3.468,8.21,4,AMD Radeon Pro V520,32,AMD EPYC 7R32,2.8,2400 GB(2 * 1200 GB NVMe SSD),25 Gigabit,6300,787.5,true,true,2.1848,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
G5 Graphics and Machine Learning GPU Eight Extra Large,g5.8xlarge,128.0,32,2.448,2.448,3.32,1,NVIDIA A10G,24,AMD EPYC 7R32,2.8,900 GB NVMe SSD,25 Gigabit,16000,2000.0,true,true,0.0,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
G4AD Quadruple Extra Large,g4ad.4xlarge,64.0,16,0.867,0.867,2.05,1,AMD Radeon Pro V520,8,AMD EPYC 7R32,2.8,600 GB NVMe SSD,Up to 10 Gigabit,3170,396.25,true,true,0.5462,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
D3 Eight Extra Large,d3.8xlarge,256.0,32,3.9955,3.9955,12.8,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,47520 GB(24 * 1980 GB HDD),25 Gigabit,5000,625.0,true,true,2.5172,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
G5 Graphics and Machine Learning GPU Double Extra Large,g5.2xlarge,32.0,8,1.212,1.212,1.64,1,NVIDIA A10G,24,AMD EPYC 7R32,2.8,450 GB NVMe SSD,Up to 10 Gigabit,3500,437.5,true,true,0.0,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R5DN Metal,r5dn.metal,768.0,96,8.016,8.016,25.06,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,3600 GB(4 * 900 GB NVMe SSD),100 Gigabit,19000,2375.0,true,false,5.05,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
G4AD Eight Extra Large,g4ad.8xlarge,128.0,32,1.734,1.734,4.1,2,AMD Radeon Pro V520,16,AMD EPYC 7R32,2.8,1200 GB NVMe SSD,15 Gigabit,3170,396.25,true,true,1.0924,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
G5 Graphics and Machine Learning GPU Extra Large,g5.xlarge,16.0,4,1.006,1.006,1.36,1,NVIDIA A10G,24,AMD EPYC 7R32,2.8,250 GB NVMe SSD,Up to 10 Gigabit,3500,437.5,true,true,0.0,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
D3EN Eight Extra Large,d3en.8xlarge,128.0,32,4.206,4.206,13.44,0,None,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1,223680 GB(16 * 13980 GB HDD),50 Gigabit,5000,625.0,true,true,0.0,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
G5 Graphics and Machine Learning GPU 48xlarge,g5.48xlarge,768.0,192,16.288,16.288,22.08,8,NVIDIA A10G,192,AMD EPYC 7R32,2.8,7600 GB(2 * 3800 GB NVMe SSD),100 Gigabit,19000,2375.0,true,true,0.0,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
C5N Metal,c5n.metal,192.0,72,3.888,3.888,13.97,0,None,0,Intel Xeon Platinum 8124M,3.0,EBS only,100 Gigabit,19000,2375.0,true,true,2.449,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
G5 Graphics and Machine Learning GPU 16xlarge,g5.16xlarge,256.0,64,4.096,4.096,5.55,1,NVIDIA A10G,24,AMD EPYC 7R32,2.8,1900 GB NVMe SSD,25 Gigabit,16000,2000.0,true,true,0.0,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
